Order_ID,Order_Date,Customer_ID,Customer_Name,City,State,Category,Product,Quantity,Sales,Discount,Profit,Payment_Mode
ORD_00484,2025-12-18,CUS_00484,Customer_063,Howrah,West Bengal,Clothing,Jacket,3,10043.03,5,553.21,UPI
ORD_00485,2025-12-19,CUS_00485,Customer_074,Durgapur,West Bengal,Clothing,T-Shirt,4,3491.71,5,519.55,Net Banking
ORD_00486,2025-12-20,CUS_00486,Customer_106,Mumbai,Maharashtra,Home & Kitchen,Mixer Grinder,3,13942.65,10,1816.71,Debit Card
ORD_00487,2025-12-20,CUS_00487,Customer_111,Mangaluru,Karnataka,Home & Kitchen,Air Fryer,1,5325.53,20,739.23,Debit Card
ORD_00488,2025-12-20,CUS_00488,Customer_091,Durgapur,West Bengal,Furniture,Bookshelf,1,6006.25,10,973.54,Cash on Delivery
ORD_00489,2025-12-21,CUS_00489,Customer_137,Bengaluru,Karnataka,Electronics,Laptop,4,211588.9,15,20429.46,Cash on Delivery
ORD_00490,2025-12-22,CUS_00490,Customer_005,Bengaluru,Karnataka,Electronics,Smartwatch,5,19885.44,20,2816.52,Credit Card
ORD_00491,2025-12-25,CUS_00491,Customer_010,Howrah,West Bengal,Electronics,Smartwatch,1,4352.97,15,1074.38,Cash on Delivery
ORD_00492,2025-12-26,CUS_00492,Customer_005,Gurugram,Delhi,Home & Kitchen,Cookware Set,5,13953.69,10,1123.04,Cash on Delivery
ORD_00493,2025-12-26,CUS_00493,Customer_044,Udaipur,Rajasthan,Electronics,Headphones,3,6206.25,10,810.79,Net Banking
ORD_00494,2025-12-27,CUS_00494,Customer_066,Warangal,Telangana,Home & Kitchen,Cookware Set,5,15064.84,0,1438.26,Net Banking
ORD_00495,2025-12-27,CUS_00495,Customer_091,Coimbatore,Tamil Nadu,Home & Kitchen,Mixer Grinder,3,13410.68,5,1398.92,UPI
ORD_00496,2025-12-30,CUS_00496,Customer_139,Kolkata,West Bengal,Electronics,Smartwatch,2,7507.41,15,847.36,Cash on Delivery
ORD_00497,2025-12-30,CUS_00497,Customer_086,Chennai,Tamil Nadu,Electronics,Smartphone,1,20842.81,15,1957.18,UPI
ORD_00498,2025-12-31,CUS_00498,Customer_088,Vadodara,Gujarat,Electronics,Laptop,1,46228.35,5,8173.23,Debit Card
ORD_00499,2025-12-31,CUS_00499,Customer_113,Ahmedabad,Gujarat,Home & Kitchen,Cookware Set,4,14336.93,0,1018.67,Credit Card
ORD_00500,2025-12-31,CUS_00500,Customer_062,Madurai,Tamil Nadu,Electronics,Headphones,2,3769.62,15,502.22,UPI
ORD_00501,2025-01-02,CUS_00501,Customer_078,Jaipur,Rajasthan,Clothing,Jeans,4,7679.33,5,748.8,Net Banking
ORD_00502,2025-01-02,CUS_00502,Customer_132,Jaipur,Rajasthan,Home & Kitchen,Air Fryer,3,18610.35,15,1608.81,Credit Card
ORD_00503,2025-01-02,CUS_00503,Customer_016,Warangal,Telangana,Clothing,T-Shirt,3,2239.11,10,376.15,Credit Card
ORD_00504,2025-01-02,CUS_00504,Customer_117,Pune,Maharashtra,Furniture,Bookshelf,1,5272.24,15,444.82,Net Banking
ORD_00505,2025-01-02,CUS_00505,Customer_097,Hyderabad,Telangana,Electronics,Smartwatch,1,4340.4,15,826.82,UPI
ORD_00506,2025-01-03,CUS_00506,Customer_007,Madurai,Tamil Nadu,Furniture,Sofa,2,42539.95,10,4274.73,Debit Card
ORD_00507,2025-01-03,CUS_00507,Customer_009,Mysuru,Karnataka,Furniture,Bookshelf,3,15399.12,5,3108.6,Net Banking
ORD_00508,2025-01-04,CUS_00508,Customer_029,Bengaluru,Karnataka,Furniture,Bookshelf,3,15830.37,5,1294.73,UPI
ORD_00509,2025-01-06,CUS_00509,Customer_060,Vadodara,Gujarat,Furniture,Study Table,5,36825.9,20,4674.03,Net Banking
ORD_00510,2025-01-07,CUS_00510,Customer_055,Mangaluru,Karnataka,Furniture,Office Chair,2,10130.64,20,1199.07,Cash on Delivery
ORD_00511,2025-01-07,CUS_00511,Customer_072,Gurugram,Delhi,Home & Kitchen,Bedsheet,2,2800.79,10,420.97,Debit Card
ORD_00512,2025-01-07,CUS_00512,Customer_125,Nizamabad,Telangana,Furniture,Study Table,5,39843.39,10,3028.79,Net Banking
ORD_00513,2025-01-08,CUS_00513,Customer_053,Nagpur,Maharashtra,Home & Kitchen,Bedsheet,3,4789.92,0,1071.62,Debit Card
ORD_00514,2025-01-09,CUS_00514,Customer_148,Vadodara,Gujarat,Home & Kitchen,Mixer Grinder,3,11169.66,15,2060.54,Cash on Delivery
ORD_00515,2025-01-09,CUS_00515,Customer_123,Nagpur,Maharashtra,Furniture,Study Table,4,28556.4,10,2137.27,UPI
ORD_00516,2025-01-13,CUS_00516,Customer_125,Ahmedabad,Gujarat,Furniture,Sofa,4,82129.32,15,9942.9,Cash on Delivery
ORD_00517,2025-01-13,CUS_00517,Customer_084,Jaipur,Rajasthan,Clothing,T-Shirt,4,3786.59,0,380.66,Net Banking
ORD_00518,2025-01-15,CUS_00518,Customer_047,Noida,Delhi,Home & Kitchen,Bedsheet,1,1020.48,15,236.89,UPI
ORD_00519,2025-01-16,CUS_00519,Customer_039,Gurugram,Delhi,Clothing,Jeans,1,1557.28,10,389.18,Net Banking
ORD_00520,2025-01-16,CUS_00520,Customer_119,Nizamabad,Telangana,Electronics,Smartwatch,3,14212.74,15,2813.36,UPI
ORD_00521,2025-01-18,CUS_00521,Customer_019,Mangaluru,Karnataka,Furniture,Sofa,5,91299.37,20,13184.85,UPI
ORD_00522,2025-01-18,CUS_00522,Customer_091,Hyderabad,Telangana,Furniture,Office Chair,1,5138.27,15,1010.18,Net Banking
ORD_00523,2025-01-19,CUS_00523,Customer_044,Warangal,Telangana,Furniture,Sofa,1,19860.38,20,1882.69,Debit Card
ORD_00524,2025-01-20,CUS_00524,Customer_121,Pune,Maharashtra,Furniture,Sofa,1,18772.81,0,4535.79,Debit Card
ORD_00525,2025-01-20,CUS_00525,Customer_108,Ahmedabad,Gujarat,Clothing,Jeans,5,7947.89,20,947.29,Cash on Delivery
ORD_00526,2025-01-20,CUS_00526,Customer_132,Nizamabad,Telangana,Clothing,Jacket,3,10253.94,15,1303.02,Credit Card
ORD_00527,2025-01-21,CUS_00527,Customer_085,Mangaluru,Karnataka,Clothing,Jacket,2,6149.05,20,546.8,Cash on Delivery
ORD_00528,2025-01-22,CUS_00528,Customer_084,Bengaluru,Karnataka,Electronics,Headphones,5,11242.36,15,2450.72,Debit Card
ORD_00529,2025-01-22,CUS_00529,Customer_119,Nizamabad,Telangana,Clothing,T-Shirt,1,820.34,10,101.35,Net Banking
ORD_00530,2025-01-23,CUS_00530,Customer_104,Hyderabad,Telangana,Home & Kitchen,Bedsheet,1,1285.0,15,244.16,UPI
ORD_00531,2025-01-25,CUS_00531,Customer_010,Mysuru,Karnataka,Clothing,Jeans,3,4378.08,15,720.67,Credit Card
ORD_00532,2025-01-25,CUS_00532,Customer_112,Durgapur,West Bengal,Electronics,Headphones,4,10139.38,0,831.89,Credit Card
ORD_00533,2025-01-25,CUS_00533,Customer_046,Ahmedabad,Gujarat,Electronics,Smartwatch,5,23698.84,5,1834.71,Net Banking
ORD_00534,2025-01-26,CUS_00534,Customer_137,Chennai,Tamil Nadu,Furniture,Bookshelf,3,12251.16,20,2779.07,UPI
ORD_00535,2025-01-27,CUS_00535,Customer_005,Mysuru,Karnataka,Electronics,Headphones,4,8353.15,15,530.61,Net Banking
ORD_00536,2025-01-28,CUS_00536,Customer_103,Durgapur,West Bengal,Clothing,Sneakers,5,9681.91,20,1449.52,UPI
ORD_00537,2025-01-28,CUS_00537,Customer_149,Howrah,West Bengal,Electronics,Smartwatch,4,18216.85,15,4461.64,UPI
ORD_00538,2025-01-29,CUS_00538,Customer_123,Jaipur,Rajasthan,Electronics,Smartwatch,5,21936.15,0,2812.96,UPI
ORD_00539,2025-01-29,CUS_00539,Customer_046,Pune,Maharashtra,Furniture,Bookshelf,5,27234.39,10,1743.16,UPI
ORD_00540,2025-01-29,CUS_00540,Customer_002,Nizamabad,Telangana,Home & Kitchen,Cookware Set,3,8307.38,15,487.1,Net Banking
ORD_00541,2025-01-30,CUS_00541,Customer_022,Warangal,Telangana,Furniture,Study Table,4,26507.41,20,5587.54,Cash on Delivery
ORD_00542,2025-01-30,CUS_00542,Customer_122,Vadodara,Gujarat,Furniture,Sofa,3,57636.77,0,6412.82,Cash on Delivery
ORD_00543,2025-02-03,CUS_00543,Customer_069,Kolkata,West Bengal,Home & Kitchen,Cookware Set,1,2967.96,15,187.72,Net Banking
ORD_00544,2025-02-04,CUS_00544,Customer_012,Coimbatore,Tamil Nadu,Electronics,Laptop,1,50455.17,20,10980.58,Debit Card
ORD_00545,2025-02-05,CUS_00545,Customer_029,Chennai,Tamil Nadu,Home & Kitchen,Bedsheet,5,5178.81,20,818.09,Net Banking
ORD_00546,2025-02-05,CUS_00546,Customer_044,Jodhpur,Rajasthan,Furniture,Office Chair,3,19085.13,15,1183.82,Net Banking
ORD_00547,2025-02-06,CUS_00547,Customer_143,Nizamabad,Telangana,Furniture,Bookshelf,3,19284.5,0,3405.28,Net Banking
ORD_00548,2025-02-07,CUS_00548,Customer_102,Vadodara,Gujarat,Electronics,Headphones,3,6931.92,5,913.32,Net Banking
ORD_00549,2025-02-07,CUS_00549,Customer_124,Bengaluru,Karnataka,Furniture,Sofa,2,48085.61,0,7701.94,Debit Card
ORD_00550,2025-02-07,CUS_00550,Customer_076,Delhi,Delhi,Home & Kitchen,Bedsheet,2,2416.74,5,348.43,Debit Card
ORD_00551,2025-02-08,CUS_00551,Customer_085,Surat,Gujarat,Furniture,Sofa,5,103690.35,5,21015.22,Cash on Delivery
ORD_00552,2025-02-08,CUS_00552,Customer_019,Howrah,West Bengal,Home & Kitchen,Air Fryer,3,19009.18,10,1896.07,Debit Card
ORD_00553,2025-02-08,CUS_00553,Customer_108,Chennai,Tamil Nadu,Furniture,Bookshelf,5,28758.77,5,5606.62,UPI
ORD_00554,2025-02-08,CUS_00554,Customer_065,Warangal,Telangana,Furniture,Bookshelf,5,28209.8,15,2805.97,UPI
ORD_00555,2025-02-09,CUS_00555,Customer_018,Coimbatore,Tamil Nadu,Clothing,Jeans,3,4439.69,20,409.04,Net Banking
ORD_00556,2025-02-10,CUS_00556,Customer_034,Delhi,Delhi,Home & Kitchen,Cookware Set,3,11111.62,5,1098.58,Debit Card
ORD_00557,2025-02-10,CUS_00557,Customer_124,Noida,Delhi,Home & Kitchen,Mixer Grinder,5,16765.28,20,2805.67,Net Banking
ORD_00558,2025-02-11,CUS_00558,Customer_049,Vadodara,Gujarat,Clothing,Jeans,4,7561.12,5,1135.91,Credit Card
ORD_00559,2025-02-11,CUS_00559,Customer_021,Pune,Maharashtra,Home & Kitchen,Air Fryer,1,5377.97,20,763.08,Net Banking
ORD_00560,2025-02-12,CUS_00560,Customer_080,Kolkata,West Bengal,Electronics,Headphones,5,12807.61,10,3080.15,Credit Card
ORD_00561,2025-02-12,CUS_00561,Customer_087,Bengaluru,Karnataka,Home & Kitchen,Bedsheet,1,1100.94,20,63.42,UPI
ORD_00562,2025-02-12,CUS_00562,Customer_093,Kolkata,West Bengal,Clothing,Jeans,4,6008.94,15,1323.71,Credit Card
ORD_00563,2025-02-13,CUS_00563,Customer_131,Kolkata,West Bengal,Home & Kitchen,Cookware Set,4,14385.33,5,906.86,UPI
ORD_00564,2025-02-15,CUS_00564,Customer_060,Surat,Gujarat,Home & Kitchen,Air Fryer,3,18050.83,15,1019.97,UPI
ORD_00565,2025-02-15,CUS_00565,Customer_020,Jodhpur,Rajasthan,Electronics,Smartphone,3,60887.8,20,12715.94,Credit Card
ORD_00566,2025-02-15,CUS_00566,Customer_141,Gurugram,Delhi,Furniture,Bookshelf,1,4482.86,20,953.77,Debit Card
ORD_00567,2025-02-15,CUS_00567,Customer_090,Pune,Maharashtra,Electronics,Smartphone,5,101461.46,20,14423.33,Credit Card
ORD_00568,2025-02-15,CUS_00568,Customer_122,Warangal,Telangana,Home & Kitchen,Mixer Grinder,1,4267.66,5,993.86,Credit Card
ORD_00569,2025-02-16,CUS_00569,Customer_057,Udaipur,Rajasthan,Home & Kitchen,Air Fryer,3,18115.78,15,2128.02,UPI
ORD_00570,2025-02-16,CUS_00570,Customer_146,Warangal,Telangana,Electronics,Headphones,4,7849.25,10,1484.15,UPI
ORD_00571,2025-02-16,CUS_00571,Customer_069,Udaipur,Rajasthan,Home & Kitchen,Cookware Set,3,11312.22,0,1339.09,UPI
ORD_00572,2025-02-16,CUS_00572,Customer_111,Delhi,Delhi,Furniture,Study Table,4,32803.47,0,7009.25,UPI
ORD_00573,2025-02-18,CUS_00573,Customer_063,Durgapur,West Bengal,Furniture,Sofa,4,75777.93,10,4576.33,Net Banking
ORD_00574,2025-02-19,CUS_00574,Customer_020,Mysuru,Karnataka,Clothing,Jeans,2,3334.04,5,319.64,Credit Card
ORD_00575,2025-02-20,CUS_00575,Customer_106,Jodhpur,Rajasthan,Home & Kitchen,Mixer Grinder,1,4150.49,15,454.86,UPI
ORD_00576,2025-02-20,CUS_00576,Customer_059,Nizamabad,Telangana,Clothing,Sneakers,3,8059.22,15,1253.49,Net Banking
ORD_00577,2025-02-21,CUS_00577,Customer_054,Delhi,Delhi,Furniture,Bookshelf,1,6075.84,5,1015.72,Cash on Delivery
ORD_00578,2025-02-21,CUS_00578,Customer_128,Chennai,Tamil Nadu,Electronics,Headphones,4,8130.01,15,1951.3,Debit Card
ORD_00579,2025-02-22,CUS_00579,Customer_147,Ahmedabad,Gujarat,Clothing,T-Shirt,1,730.58,20,41.45,Debit Card
ORD_00580,2025-02-22,CUS_00580,Customer_108,Howrah,West Bengal,Electronics,Smartwatch,1,4263.49,15,784.51,Cash on Delivery
ORD_00581,2025-02-22,CUS_00581,Customer_142,Madurai,Tamil Nadu,Home & Kitchen,Mixer Grinder,4,17057.86,10,4062.76,Net Banking
ORD_00582,2025-02-22,CUS_00582,Customer_138,Chennai,Tamil Nadu,Home & Kitchen,Air Fryer,3,20476.17,0,1480.48,Cash on Delivery
ORD_00583,2025-02-23,CUS_00583,Customer_072,Warangal,Telangana,Clothing,T-Shirt,1,822.57,10,79.14,UPI
ORD_00584,2025-02-23,CUS_00584,Customer_012,Madurai,Tamil Nadu,Home & Kitchen,Air Fryer,2,11693.56,10,1801.19,Cash on Delivery
ORD_00585,2025-02-24,CUS_00585,Customer_072,Mysuru,Karnataka,Home & Kitchen,Bedsheet,4,5178.2,15,545.2,UPI
ORD_00586,2025-02-24,CUS_00586,Customer_121,Kolkata,West Bengal,Clothing,Jacket,1,2996.3,5,207.75,Cash on Delivery
ORD_00587,2025-02-25,CUS_00587,Customer_085,Warangal,Telangana,Furniture,Bookshelf,3,18369.71,0,1692.88,Credit Card
ORD_00588,2025-02-26,CUS_00588,Customer_030,Mangaluru,Karnataka,Furniture,Office Chair,5,31352.05,10,2042.27,Credit Card
ORD_00589,2025-02-27,CUS_00589,Customer_006,Jodhpur,Rajasthan,Electronics,Laptop,2,102936.15,5,8839.43,Net Banking
ORD_00590,2025-02-27,CUS_00590,Customer_054,Durgapur,West Bengal,Electronics,Smartwatch,3,13512.72,0,1742.31,Debit Card
ORD_00591,2025-02-28,CUS_00591,Customer_077,Durgapur,West Bengal,Clothing,Jeans,4,8268.89,0,2040.78,Cash on Delivery
ORD_00592,2025-02-28,CUS_00592,Customer_017,Jaipur,Rajasthan,Home & Kitchen,Bedsheet,4,4823.52,15,990.68,Credit Card
ORD_00593,2025-02-28,CUS_00593,Customer_073,Mumbai,Maharashtra,Electronics,Headphones,5,8856.13,20,1479.11,Credit Card
ORD_00594,2025-03-02,CUS_00594,Customer_135,Pune,Maharashtra,Clothing,Jeans,3,4448.1,20,490.22,Debit Card
ORD_00595,2025-03-02,CUS_00595,Customer_037,Howrah,West Bengal,Clothing,T-Shirt,1,740.13,15,69.31,Net Banking
ORD_00596,2025-03-05,CUS_00596,Customer_126,Nagpur,Maharashtra,Clothing,Jacket,5,15406.78,20,1708.93,Credit Card
ORD_00597,2025-03-06,CUS_00597,Customer_145,Warangal,Telangana,Furniture,Sofa,3,47737.86,15,7044.53,Credit Card
ORD_00598,2025-03-06,CUS_00598,Customer_121,Hyderabad,Telangana,Furniture,Office Chair,4,24018.88,20,5672.72,Debit Card
ORD_00599,2025-03-08,CUS_00599,Customer_134,Gurugram,Delhi,Clothing,Jeans,5,9087.73,10,1441.04,Debit Card
ORD_00600,2025-03-08,CUS_00600,Customer_068,Gurugram,Delhi,Furniture,Study Table,4,26494.99,20,4470.19,UPI
ORD_00601,2025-03-09,CUS_00601,Customer_037,Jodhpur,Rajasthan,Home & Kitchen,Cookware Set,1,3856.85,0,375.56,Credit Card
ORD_00602,2025-03-09,CUS_00602,Customer_016,Nizamabad,Telangana,Electronics,Smartphone,3,61681.79,15,14934.73,Debit Card
ORD_00603,2025-03-10,CUS_00603,Customer_078,Bengaluru,Karnataka,Clothing,Sneakers,1,2532.32,20,497.7,Debit Card
ORD_00604,2025-03-10,CUS_00604,Customer_027,Howrah,West Bengal,Clothing,Jacket,3,9444.3,15,1824.98,Cash on Delivery
ORD_00605,2025-03-11,CUS_00605,Customer_022,Mumbai,Maharashtra,Home & Kitchen,Bedsheet,1,1371.59,0,195.86,Net Banking
ORD_00606,2025-03-11,CUS_00606,Customer_096,Coimbatore,Tamil Nadu,Electronics,Headphones,3,6399.68,15,938.71,Credit Card
ORD_00607,2025-03-14,CUS_00607,Customer_014,Durgapur,West Bengal,Furniture,Sofa,2,43972.51,10,9146.55,Net Banking
ORD_00608,2025-03-14,CUS_00608,Customer_118,Udaipur,Rajasthan,Furniture,Office Chair,1,7081.01,10,703.37,Credit Card
ORD_00609,2025-03-16,CUS_00609,Customer_104,Coimbatore,Tamil Nadu,Home & Kitchen,Air Fryer,3,21591.74,0,2940.73,Credit Card
ORD_00610,2025-03-16,CUS_00610,Customer_066,Howrah,West Bengal,Furniture,Bookshelf,1,4929.54,20,858.04,Debit Card
ORD_00611,2025-03-17,CUS_00611,Customer_087,Delhi,Delhi,Electronics,Laptop,3,181279.13,0,40201.07,Debit Card
ORD_00612,2025-03-18,CUS_00612,Customer_063,Mysuru,Karnataka,Furniture,Sofa,2,44173.38,10,6568.59,Debit Card
ORD_00613,2025-03-19,CUS_00613,Customer_088,Jaipur,Rajasthan,Clothing,Jacket,1,3381.58,5,713.73,Debit Card
ORD_00614,2025-03-19,CUS_00614,Customer_081,Surat,Gujarat,Clothing,T-Shirt,1,810.93,5,65.85,Net Banking
ORD_00615,2025-03-19,CUS_00615,Customer_047,Delhi,Delhi,Furniture,Sofa,4,85987.08,10,16095.26,Cash on Delivery
ORD_00616,2025-03-20,CUS_00616,Customer_025,Madurai,Tamil Nadu,Clothing,T-Shirt,1,897.66,5,57.12,Cash on Delivery
ORD_00617,2025-03-24,CUS_00617,Customer_141,Bengaluru,Karnataka,Clothing,Jeans,4,6987.35,5,1595.73,UPI
ORD_00618,2025-03-25,CUS_00618,Customer_107,Jodhpur,Rajasthan,Home & Kitchen,Cookware Set,2,6565.45,15,533.62,Credit Card
ORD_00619,2025-03-25,CUS_00619,Customer_101,Mangaluru,Karnataka,Electronics,Smartphone,4,68751.26,20,16412.52,Debit Card
ORD_00620,2025-03-27,CUS_00620,Customer_005,Coimbatore,Tamil Nadu,Furniture,Sofa,2,31908.97,20,4427.37,Credit Card
ORD_00621,2025-03-27,CUS_00621,Customer_062,Vadodara,Gujarat,Furniture,Bookshelf,5,27233.31,20,4743.55,Credit Card
ORD_00622,2025-03-27,CUS_00622,Customer_137,Noida,Delhi,Electronics,Smartwatch,3,13596.11,0,1700.22,Credit Card
ORD_00623,2025-03-27,CUS_00623,Customer_071,Hyderabad,Telangana,Electronics,Laptop,1,41858.74,15,5592.24,UPI
ORD_00624,2025-03-28,CUS_00624,Customer_124,Hyderabad,Telangana,Clothing,Jacket,3,9595.88,5,2202.12,Cash on Delivery
ORD_00625,2025-03-28,CUS_00625,Customer_132,Delhi,Delhi,Home & Kitchen,Cookware Set,2,7360.48,5,1686.38,UPI
ORD_00626,2025-03-29,CUS_00626,Customer_075,Jaipur,Rajasthan,Clothing,Jacket,5,17108.04,5,1389.15,Net Banking
ORD_00627,2025-03-30,CUS_00627,Customer_042,Kolkata,West Bengal,Electronics,Headphones,3,6630.81,15,750.87,Credit Card
ORD_00628,2025-03-31,CUS_00628,Customer_097,Hyderabad,Telangana,Electronics,Laptop,1,42188.81,10,9230.28,Net Banking
ORD_00629,2025-03-31,CUS_00629,Customer_045,Gurugram,Delhi,Home & Kitchen,Bedsheet,5,6332.05,15,1170.93,Cash on Delivery
ORD_00630,2025-03-31,CUS_00630,Customer_004,Kolkata,West Bengal,Electronics,Smartphone,2,42296.98,15,6122.99,UPI
ORD_00631,2025-03-31,CUS_00631,Customer_103,Delhi,Delhi,Electronics,Smartphone,1,26062.16,5,3372.04,Credit Card
ORD_00632,2025-04-02,CUS_00632,Customer_082,Coimbatore,Tamil Nadu,Clothing,T-Shirt,3,2709.13,0,331.74,Debit Card
ORD_00633,2025-04-02,CUS_00633,Customer_084,Chennai,Tamil Nadu,Home & Kitchen,Cookware Set,2,6421.41,5,446.51,Cash on Delivery
ORD_00634,2025-04-02,CUS_00634,Customer_116,Coimbatore,Tamil Nadu,Clothing,Sneakers,4,9012.11,20,1639.54,Debit Card
ORD_00635,2025-04-02,CUS_00635,Customer_143,Jaipur,Rajasthan,Home & Kitchen,Mixer Grinder,4,15988.33,15,3634.52,Credit Card
ORD_00636,2025-04-04,CUS_00636,Customer_025,Durgapur,West Bengal,Electronics,Laptop,1,46209.83,10,11097.5,UPI
ORD_00637,2025-04-05,CUS_00637,Customer_083,Mumbai,Maharashtra,Furniture,Bookshelf,4,24692.77,10,4088.17,Net Banking
ORD_00638,2025-04-05,CUS_00638,Customer_080,Mumbai,Maharashtra,Furniture,Bookshelf,3,14937.11,10,2351.89,Debit Card
ORD_00639,2025-04-07,CUS_00639,Customer_029,Delhi,Delhi,Home & Kitchen,Mixer Grinder,1,4842.93,5,666.0,Credit Card
ORD_00640,2025-04-07,CUS_00640,Customer_038,Warangal,Telangana,Home & Kitchen,Bedsheet,5,6291.35,10,1306.84,Net Banking
ORD_00641,2025-04-08,CUS_00641,Customer_075,Ahmedabad,Gujarat,Electronics,Smartwatch,1,5508.77,0,1152.44,UPI
ORD_00642,2025-04-08,CUS_00642,Customer_017,Delhi,Delhi,Electronics,Smartphone,4,106684.43,0,22226.63,Credit Card
ORD_00643,2025-04-08,CUS_00643,Customer_109,Jaipur,Rajasthan,Furniture,Study Table,3,25047.51,5,3885.82,Net Banking
ORD_00644,2025-04-09,CUS_00644,Customer_006,Madurai,Tamil Nadu,Home & Kitchen,Mixer Grinder,1,4134.11,20,437.85,Cash on Delivery
ORD_00645,2025-04-11,CUS_00645,Customer_042,Howrah,West Bengal,Clothing,Sneakers,2,5697.01,0,928.0,Cash on Delivery
ORD_00646,2025-04-11,CUS_00646,Customer_008,Durgapur,West Bengal,Clothing,Jeans,3,6183.3,0,1048.83,Cash on Delivery
ORD_00647,2025-04-12,CUS_00647,Customer_132,Delhi,Delhi,Electronics,Headphones,1,2096.49,5,274.28,Debit Card
ORD_00648,2025-04-14,CUS_00648,Customer_132,Nizamabad,Telangana,Home & Kitchen,Mixer Grinder,1,3374.44,20,437.33,Debit Card
ORD_00649,2025-04-14,CUS_00649,Customer_017,Warangal,Telangana,Home & Kitchen,Cookware Set,2,6159.56,5,1388.82,UPI
ORD_00650,2025-04-16,CUS_00650,Customer_130,Jaipur,Rajasthan,Electronics,Headphones,4,7722.27,15,1592.21,Cash on Delivery
ORD_00651,2025-04-16,CUS_00651,Customer_019,Jaipur,Rajasthan,Home & Kitchen,Bedsheet,5,6190.58,10,909.26,Net Banking
ORD_00652,2025-04-16,CUS_00652,Customer_018,Gurugram,Delhi,Furniture,Office Chair,2,11060.33,20,1320.74,Net Banking
ORD_00653,2025-04-16,CUS_00653,Customer_144,Chennai,Tamil Nadu,Home & Kitchen,Cookware Set,3,10075.27,15,1590.2,Cash on Delivery
ORD_00654,2025-04-17,CUS_00654,Customer_003,Mangaluru,Karnataka,Electronics,Smartphone,5,90534.29,20,22265.04,UPI
ORD_00655,2025-04-17,CUS_00655,Customer_073,Pune,Maharashtra,Electronics,Headphones,3,6793.43,10,1386.87,UPI
ORD_00656,2025-04-18,CUS_00656,Customer_122,Durgapur,West Bengal,Home & Kitchen,Cookware Set,3,9391.86,20,484.73,Cash on Delivery
ORD_00657,2025-04-18,CUS_00657,Customer_060,Coimbatore,Tamil Nadu,Furniture,Bookshelf,3,15986.13,0,3446.19,Net Banking
ORD_00658,2025-04-19,CUS_00658,Customer_116,Hyderabad,Telangana,Electronics,Smartphone,4,93240.6,15,13940.21,Net Banking
ORD_00659,2025-04-19,CUS_00659,Customer_100,Durgapur,West Bengal,Furniture,Sofa,1,20734.68,10,4066.06,Net Banking
ORD_00660,2025-04-22,CUS_00660,Customer_006,Durgapur,West Bengal,Furniture,Sofa,2,46116.42,5,7047.47,Debit Card
ORD_00661,2025-04-22,CUS_00661,Customer_046,Ahmedabad,Gujarat,Clothing,Jeans,1,1293.28,20,171.0,Net Banking
ORD_00662,2025-04-22,CUS_00662,Customer_147,Hyderabad,Telangana,Furniture,Office Chair,2,11954.61,0,1094.77,Net Banking
ORD_00663,2025-04-23,CUS_00663,Customer_084,Pune,Maharashtra,Electronics,Headphones,4,8646.44,10,1463.53,UPI
ORD_00664,2025-04-23,CUS_00664,Customer_101,Chennai,Tamil Nadu,Furniture,Office Chair,2,15145.16,5,2914.75,UPI
ORD_00665,2025-04-23,CUS_00665,Customer_020,Bengaluru,Karnataka,Home & Kitchen,Mixer Grinder,2,7671.54,10,689.68,Cash on Delivery
ORD_00666,2025-04-24,CUS_00666,Customer_058,Mumbai,Maharashtra,Furniture,Study Table,2,15425.44,10,1640.82,Net Banking
ORD_00667,2025-04-24,CUS_00667,Customer_081,Howrah,West Bengal,Furniture,Study Table,5,32977.98,20,7548.53,Net Banking
ORD_00668,2025-04-26,CUS_00668,Customer_099,Surat,Gujarat,Electronics,Smartphone,2,47608.17,0,2879.26,Credit Card
ORD_00669,2025-04-27,CUS_00669,Customer_148,Nagpur,Maharashtra,Electronics,Smartwatch,1,5391.51,0,954.78,Debit Card
ORD_00670,2025-04-28,CUS_00670,Customer_057,Jaipur,Rajasthan,Furniture,Bookshelf,4,17722.76,15,3493.73,Net Banking
ORD_00671,2025-04-30,CUS_00671,Customer_013,Mysuru,Karnataka,Clothing,Jeans,2,3430.53,10,731.27,Net Banking
ORD_00672,2025-05-04,CUS_00672,Customer_052,Jaipur,Rajasthan,Home & Kitchen,Bedsheet,1,1094.55,15,121.77,Credit Card
ORD_00673,2025-05-04,CUS_00673,Customer_148,Bengaluru,Karnataka,Home & Kitchen,Mixer Grinder,2,7248.61,15,1350.66,UPI
ORD_00674,2025-05-05,CUS_00674,Customer_085,Gurugram,Delhi,Clothing,Sneakers,3,6438.13,10,1126.17,Credit Card
ORD_00675,2025-05-06,CUS_00675,Customer_043,Gurugram,Delhi,Furniture,Sofa,2,40513.13,5,9845.65,Credit Card
ORD_00676,2025-05-06,CUS_00676,Customer_149,Hyderabad,Telangana,Clothing,Jeans,1,1586.08,5,281.08,Cash on Delivery
ORD_00677,2025-05-06,CUS_00677,Customer_012,Nagpur,Maharashtra,Clothing,Jacket,2,5499.31,15,480.55,Net Banking
ORD_00678,2025-05-06,CUS_00678,Customer_129,Bengaluru,Karnataka,Furniture,Study Table,4,24924.78,20,2966.4,Credit Card
